Fiyat;Marka;Seri;Model;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;Boya-değişen
2.159.900 TL;Skoda;SuperB;1.5 TSI Prestige;2022.0;147.465 km;Yarı Otomatik;66 lt;Siyah;1498 cc;150 hp;Sedan;Tamamı orjinal
1.347.000 TL;Skoda;Scala;1.0 TSI Premium;2022.0;45.000 km;Yarı Otomatik;50 lt;Füme;999 cc;110 hp;Hatchback/5;Belirtilmemiş
1.158.000 TL;Skoda;Scala;1.0 TSI Elite;2022.0;131.000 km;Yarı Otomatik;50 lt;Gri;999 cc;110 hp;Hatchback/5;Tamamı orjinal
1.360.000 TL;Skoda;Scala;1.0 TSI Elite;2024.0;79.500 km;Yarı Otomatik;50 lt;Füme;999 cc;110 hp;Hatchback/5;Tamamı orjinal
1.355.000 TL;Skoda;Scala;1.0 TSI Premium;2022.0;84.000 km;Yarı Otomatik;50 lt;Füme;999 cc;110 hp;Hatchback/5;Tamamı orjinal
1.189.000 TL;Skoda;Scala;1.0 TSI Elite;2022.0;89.000 km;Yarı Otomatik;50 lt;Gri;999 cc;110 hp;Hatchback/5;Belirtilmemiş
2.399.750 TL;Skoda;SuperB;1.5 TSI Sportline;2022.0;108.000 km;Yarı Otomatik;66 lt;Gri;1498 cc;150 hp;Sedan;Tamamı orjinal
1.935.000 TL;Skoda;SuperB;1.5 TSI Prestige;2021.0;129.000 km;Yarı Otomatik;66 lt;Siyah;1498 cc;150 hp;Sedan;8 boyalı
1.269.000 TL;Skoda;Scala;1.0 TSI Elite;2022.0;56.000 km;Yarı Otomatik;50 lt;Füme;999 cc;110 hp;Hatchback/5;Tamamı orjinal
1.040.000 TL;Skoda;Scala;1.6 TDI Premium;2020.0;149.000 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;115 hp;Hatchback/5;2 değişen
1.229.000 TL;Skoda;Scala;1.0 TSI Premium;2022.0;108.900 km;Yarı Otomatik;50 lt;Gri;999 cc;110 hp;Hatchback/5;Tamamı orjinal
1.195.000 TL;Skoda;Scala;1.0 TSI Elite;2022.0;114.000 km;Yarı Otomatik;50 lt;Gri;999 cc;110 hp;Hatchback/5;Tamamı orjinal
1.275.000 TL;Skoda;Scala;1.0 TSI Premium;2023.0;102.000 km;Yarı Otomatik;50 lt;Gri;999 cc;110 hp;Hatchback/5;3 boyalı
1.165.000 TL;Skoda;Scala;1.0 TSI Elite;2022.0;136.000 km;Yarı Otomatik;50 lt;Beyaz;999 cc;110 hp;Hatchback/5;Tamamı orjinal
935.000 TL;Skoda;Rapid;1.2 TSI Spaceback Style;2015.0;153.000 km;Yarı Otomatik;55 lt;Beyaz;1197 cc;90 hp;Hatchback/5;6 boyalı
768.750 TL;Skoda;Rapid;1.6 TDI Elegance;2014.0;220.000 km;Yarı Otomatik;55 lt;Beyaz;1598 cc;90 hp;Sedan;5 boyalı
1.070.000 TL;Skoda;Octavia;1.6 TDI Elegance CR;2013.0;183.000 km;Otomatik;Dizel;Gri;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;1 değişen, 4 boyalı
535.000 TL;Skoda;Octavia;1.6 TDI Elegance;2011.0;246.000 km;Yarı Otomatik;55 lt;Bordo;1598 cc;105 hp;Hatchback/5;Tamamı orjinal
1.060.000 TL;Skoda;Fabia;1.2 TSI Style;2016.0;42.000 km;Yarı Otomatik;45 lt;Mavi;1197 cc;110 hp;Hatchback/5;Tamamı orjinal
718.000 TL;Skoda;Fabia;1.2 TSI Ambition;2016.0;136.250 km;Düz;45 lt;Kırmızı;1197 cc;90 hp;Hatchback/5;1 değişen, 5 boyalı
1.169.000 TL;Skoda;Fabia;1.0 TSI Premium;2021.0;47.555 km;Otomatik;Benzin;Kırmızı;1200 cm3' e kadar;76 - 100 HP;Hatchback/5;1 boyalı
840.000 TL;Skoda;Fabia;1.0 GreenTec Style;2018.0;113.000 km;Yarı Otomatik;45 lt;Beyaz;999 cc;110 hp;Hatchback/5;3 boyalı
1.055.000 TL;Skoda;SuperB;1.6 TDI Style;2017.0;266.000 km;Yarı Otomatik;66 lt;Beyaz;1598 cc;120 hp;Sedan;4 boyalı
1.350.000 TL;Skoda;SuperB;1.6 TDI Style;2018.0;249.000 km;Yarı Otomatik;66 lt;Gri;1598 cc;120 hp;Sedan;1 boyalı
1.588.888 TL;Skoda;SuperB;1.6 TDI Style;2017.0;117.000 km;Yarı Otomatik;66 lt;Beyaz;1598 cc;120 hp;Sedan;Tamamı orjinal
1.525.000 TL;Skoda;SuperB;1.6 TDI Prestige;2016.0;187.000 km;Otomatik;Dizel;Füme;1401 - 1600 cm3;101 - 125 HP;Sedan;2 değişen, 2 boyalı
979.000 TL;Skoda;SuperB;1.6 TDI Prestige;2013.0;235.000 km;Yarı Otomatik;60 lt;Gri;1598 cc;105 hp;Sedan;3 değişen, 1 boyalı
2.230.000 TL;Skoda;SuperB;1.6 TDI Prestige;2018.0;50.000 km;Yarı Otomatik;66 lt;Gri;1598 cc;120 hp;Sedan;Tamamı orjinal
2.125.000 TL;Skoda;SuperB;1.6 TDI Prestige;2019.0;116.300 km;Otomatik;Dizel;Gri;1401 - 1600 cm3;101 - 125 HP;Sedan;Tamamı orjinal
1.389.000 TL;Skoda;SuperB;1.6 TDI Prestige;2015.0;217.080 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;Tamamı orjinal
1.800.000 TL;Skoda;SuperB;1.6 TDI Prestige;2015.0;62.000 km;Düz;66 lt;Beyaz;1598 cc;120 hp;Sedan;Tamamı orjinal
499.500 TL;Skoda;Octavia;1.6 Elegance;2009.0;310.000 km;Düz;LPG & Benzin;Siyah;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;8 boyalı
349.000 TL;Skoda;Octavia;1.6 Elegance;2001.0;313.000 km;Düz;55 lt;Lacivert;1595 cc;100 hp;Station wagon;1 değişen, 3 boyalı
265.000 TL;Skoda;Fabia;1.4 Comfort;2001.0;284.000 km;Düz;LPG & Benzin;Yeşil;1201 - 1400 cm3;51 - 75 HP;Hatchback/5;Tamamı orjinal
1.295.750 TL;Skoda;SuperB;2.0 TDI Prestige;2015.0;295.000 km;Otomatik;Dizel;Siyah;1801 - 2000 cm3;176 - 200 HP;Sedan;Tamamı orjinal
5.100.000 TL;Skoda;SuperB;2.0 TDI L&K Crystal;2024.0;39.169 km;Yarı Otomatik;66 lt;Siyah;1968 cc;200 hp;Sedan;1 değişen, 1 boyalı
1.198.000 TL;Skoda;SuperB;1.6 TDI Elegance;2015.0;133.000 km;Yarı Otomatik;60 lt;Beyaz;1598 cc;105 hp;Sedan;1 değişen, 2 boyalı
1.347.500 TL;Skoda;Octavia;1.6 TDI Style;2019.0;145.574 km;Yarı Otomatik;50 lt;Şampanya;1598 cc;115 hp;Hatchback/5;1 değişen, 3 boyalı
1.315.000 TL;Skoda;Octavia;1.6 TDI Style;2019.0;201.000 km;Yarı Otomatik;50 lt;Gri;1598 cc;115 hp;Hatchback/5;1 boyalı
1.225.000 TL;Skoda;Octavia;1.6 TDI Style;2019.0;190.000 km;Yarı Otomatik;50 lt;Füme;1598 cc;115 hp;Hatchback/5;2 değişen, 2 boyalı
1.248.850 TL;Skoda;Octavia;1.6 TDI Optimal;2019.0;146.500 km;Yarı Otomatik;50 lt;Gri;1598 cc;115 hp;Hatchback/5;1 boyalı
1.060.000 TL;Skoda;Octavia;1.6 TDI Optimal;2018.0;247.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;1 değişen, 3 boyalı
1.160.000 TL;Skoda;Octavia;1.6 TDI Optimal;2017.0;153.000 km;Otomatik;Dizel;Beyaz;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;2 boyalı
675.000 TL;Skoda;Octavia;1.6 TDI Ambition;2012.0;268.000 km;Düz;55 lt;Siyah;1598 cc;105 hp;Hatchback/5;3 boyalı
810.000 TL;Skoda;Octavia;1.6 TDI Ambiente;2011.0;205.600 km;Yarı Otomatik;55 lt;Füme;1598 cc;105 hp;Hatchback/5;Belirtilmemiş
142.000 TL;Skoda;Forman;LX;1994.0;350.000 km;Düz;Benzin;Beyaz;1289 cc;57 hp;Station wagon;Belirtilmemiş
2.300.000 TL;Skoda;Octavia;1.5 Mhev Premium;2025.0;28.000 km;Otomatik;Hibrit;Gri;1401 - 1600 cm3;126 - 150 HP;Sedan;Tamamı orjinal
2.350.000 TL;Skoda;Octavia;1.5 Mhev Elite;2025.0;7.000 km;Yarı Otomatik;45 lt;Siyah;1498 cc;150 hp;Sedan;Tamamı orjinal
2.350.000 TL;Skoda;Octavia;1.5 Mhev Elite;2025.0;7.500 km;Yarı Otomatik;45 lt;Gri;1498 cc;150 hp;Sedan;Tamamı orjinal
1.615.000 TL;Skoda;Octavia;1.5 e-Tec Premium;2022.0;95.000 km;Yarı Otomatik;48 lt;Lacivert;1498 cc;150 hp;Hatchback/5;Belirtilmemiş
1.645.000 TL;Skoda;Octavia;1.0 e-Tec Elite;2024.0;85.650 km;Yarı Otomatik;48 lt;Füme;999 cc;110 hp;Hatchback/5;Tamamı orjinal
1.750.000 TL;Skoda;Octavia;1.0 e-Tec Premium;2023.0;54.000 km;Yarı Otomatik;48 lt;Gri;999 cc;110 hp;Hatchback/5;Tamamı orjinal
1.375.000 TL;Skoda;Octavia;1.0 e-Tec Elite;2021.0;175.000 km;Yarı Otomatik;48 lt;Beyaz;999 cc;110 hp;Hatchback/5;Belirtilmemiş
1.690.000 TL;Skoda;Octavia;1.0 e-Tec Premium;2023.0;79.000 km;Yarı Otomatik;48 lt;Mavi;999 cc;110 hp;Hatchback/5;Tamamı orjinal
1.375.000 TL;Skoda;Octavia;1.0 e-Tec Elite;2022.0;140.000 km;Yarı Otomatik;48 lt;Gri;999 cc;110 hp;Hatchback/5;1 boyalı
1.265.000 TL;Skoda;Octavia;1.2 TSI Style;2016.0;60.777 km;Yarı Otomatik;50 lt;Beyaz;1197 cc;110 hp;Hatchback/5;Belirtilmemiş
930.000 TL;Skoda;Octavia;1.2 TSI Ambition;2017.0;93.022 km;Düz;Benzin;Beyaz;1200 cm3' e kadar;76 - 100 HP;Hatchback/5;2 değişen
415.000 TL;Skoda;Fabia;1.4 Comfort;2001.0;313.000 km;Düz;45 lt;Yeşil (metalik);1397 cc;68 hp;Hatchback/5;11 boyalı
1.520.000 TL;Skoda;SuperB;1.6 TDI Style;2017.0;172.000 km;Düz;66 lt;Beyaz;1598 cc;120 hp;Sedan;Belirtilmemiş
1.200.000 TL;Skoda;Octavia;1.6 TDI Style;2018.0;281.000 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;115 hp;Station wagon;1 boyalı
137.500 TL;Skoda;Forman;LX;1994.0;191.000 km;Düz;LPG & Benzin;Bordo;1289 cc;55 hp;Station wagon;Tamamı boyalı
1.055.000 TL;Skoda;Octavia;1.6 TDI Elegance;2013.0;124.773 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;105 hp;Hatchback/5;3 değişen, 2 boyalı
655.000 TL;Skoda;Fabia;1.2 Optimal;2012.0;110.961 km;Düz;45 lt;Beyaz;1198 cc;70 hp;Hatchback/5;Tamamı orjinal
75.750 TL;Skoda;Favorit;1.3 LX;1993.0;123.456 km;Düz;LPG & Benzin;Lacivert;1289 cc;57 hp;Hatchback/5;Tamamı orjinal
780.000 TL;Skoda;SuperB;1.4 TSI Ambition;2011.0;232.354 km;Düz;60 lt;Siyah;1390 cc;125 hp;Sedan;4 boyalı
900.000 TL;Skoda;Rapid;1.4 TDI Spaceback Style;2015.0;195.000 km;Yarı Otomatik;55 lt;Beyaz;1422 cc;90 hp;Hatchback/5;2 boyalı
225.000 TL;Skoda;Felicia;1.3 GLXi;2000.0;220.000 km;Düz;42 lt;Gri (Gümüş);1289 cc;68 hp;Hatchback/5;3 boyalı
500.000 TL;Skoda;Octavia;1.6 FSI Elegance;2005.0;188.000 km;Düz;55 lt;Füme;1598 cc;115 hp;Hatchback/5;1 değişen, 8 boyalı
735.000 TL;Skoda;Octavia;1.6 TDI Style CR;2015.0;279.900 km;Düz;50 lt;Beyaz;1598 cc;110 hp;Hatchback/5;1 değişen, 5 boyalı
1.075.000 TL;Skoda;Octavia;1.6 TDI Style CR;2016.0;199.000 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;110 hp;Hatchback/5;2 değişen, 2 boyalı
650.000 TL;Skoda;Octavia;1.6 TDI Elegance CR;2012.0;285.000 km;Yarı Otomatik;55 lt;Gri (titanyum);1598 cc;105 hp;Hatchback/5;3 değişen, 5 boyalı
1.850.000 TL;Skoda;SuperB;1.6 TDI Premium;2019.0;112.000 km;Yarı Otomatik;66 lt;Gri (metalik);1598 cc;120 hp;Sedan;2 değişen
450.000 TL;Skoda;Fabia;1.4 TDI Ambiente;2005.0;183.000 km;Düz;45 lt;Gri;1422 cc;75 hp;Hatchback/5;Belirtilmemiş
450.000 TL;Skoda;Octavia;1.6 Tour;2007.0;229.000 km;Düz;55 lt;Gri (Gümüş);1595 cc;102 hp;Hatchback/5;1 değişen
1.285.000 TL;Skoda;Octavia;1.6 TDI Optimal;2018.0;206.000 km;Otomatik;Dizel;Gri;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;Tamamı orjinal
2.156.500 TL;Skoda;Octavia;2.0 TSI RS;2018.0;58.000 km;Yarı Otomatik;50 lt;Beyaz;1984 cc;230 hp;Hatchback/5;Tamamı orjinal
875.000 TL;Skoda;Fabia;1.2 TSI Style;2015.0;188.000 km;Yarı Otomatik;45 lt;Mavi;1197 cc;110 hp;Hatchback/5;1 değişen
3.050.000 TL;Skoda;SuperB;1.5 TSI Premium;2025.0;6.001 km;Yarı Otomatik;66 lt;Siyah;1498 cc;150 hp;Station wagon;Tamamı orjinal
1.285.000 TL;Skoda;Octavia;1.6 TDI Style CR;2015.0;125.000 km;Yarı Otomatik;50 lt;Beyaz;1598 cc;110 hp;Hatchback/5;Tamamı orjinal
2.235.000 TL;Skoda;SuperB;1.5 TSI Prestige;2022.0;95.000 km;Yarı Otomatik;66 lt;Gri;1498 cc;150 hp;Sedan;Belirtilmemiş
930.000 TL;Skoda;Rapid;1.2 TSI Spaceback Style;2015.0;128.000 km;Yarı Otomatik;55 lt;Beyaz;1197 cc;90 hp;Hatchback/5;2 boyalı
1.550.000 TL;Honda;Civic;1.6 i-VTEC Eco Executive;2018.0;76.000 km;Otomatik;47 lt;Mavi;1597 cc;125 hp;Sedan;Belirtilmemiş
795.000 TL;Honda;City;1.4 LS;2011.0;176.000 km;Otomatik;42 lt;Gri (Gümüş);1339 cc;100 hp;Sedan;3 boyalı
1.330.000 TL;Honda;Civic;1.6 i-DTEC Elegance;2018.0;122.000 km;Otomatik;46 lt;Beyaz;1597 cc;120 hp;Sedan;1 değişen
1.710.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2020.0;49.000 km;Otomatik;LPG & Benzin;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;Tamamı orjinal
1.550.000 TL;Honda;Civic;1.6 i-VTEC Eco Executive;2018.0;111.000 km;Otomatik;47 lt;Gri;1597 cc;125 hp;Sedan;Tamamı orjinal
1.490.000 TL;Honda;Civic;1.6 i-VTEC Elegance;2019.0;109.000 km;Otomatik;47 lt;Beyaz;1597 cc;125 hp;Sedan;Tamamı orjinal
1.245.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2014.0;133.000 km;Otomatik;50 lt;Beyaz;1598 cc;125 hp;Sedan;Belirtilmemiş
965.000 TL;Honda;Civic;1.6 i-VTEC Eco Premium;2013.0;171.000 km;Otomatik;50 lt;Gri;1595 cc;125 hp;Sedan;1 değişen, 2 boyalı
1.535.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2021.0;150.000 km;Yarı Otomatik;46 lt;Beyaz;1597 cc;125 hp;Sedan;Tamamı orjinal
1.045.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2012.0;130.000 km;Otomatik;50 lt;Gri;1595 cc;125 hp;Sedan;8 boyalı
1.195.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2016.0;199.000 km;Yarı Otomatik;47 lt;Gri (Gümüş);1597 cc;125 hp;Sedan;Belirtilmemiş
1.680.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2021.0;77.000 km;Otomatik;LPG & Benzin;Lacivert;1601 - 1800 cm3;;Sedan;3 boyalı
1.149.000 TL;Honda;Civic;1.6 i-VTEC Elegance;2011.0;99.000 km;Otomatik;50 lt;Gri;1595 cc;125 hp;Sedan;Tamamı orjinal
1.305.000 TL;Honda;City;1.5 i-VTEC Executive;2023.0;27.000 km;Otomatik;40 lt;Kahverengi;1498 cc;121 hp;Sedan;Tamamı orjinal
1.149.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2012.0;162.000 km;Otomatik;50 lt;Beyaz;1595 cc;125 hp;Sedan;Tamamı orjinal
890.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2013.0;270.000 km;Otomatik;LPG & Benzin;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;2 boyalı
1.405.900 TL;Honda;Civic;1.6 i-VTEC Eco Executive;2018.0;165.000 km;Otomatik;47 lt;Bordo;1597 cc;125 hp;Sedan;1 değişen
920.000 TL;Honda;Civic;1.6 i-VTEC Eco Premium;2014.0;150.000 km;Düz;Benzin;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;7 boyalı
760.000 TL;Honda;Civic;1.6 i-VTEC Premium;2010.0;259.000 km;Otomatik;50 lt;Beyaz;1595 cc;125 hp;Sedan;1 değişen, 5 boyalı
1.110.000 TL;Honda;Civic;1.5 i-VTEC RS;2017.0;158.850 km;Otomatik;46 lt;Beyaz;1498 cc;182 hp;Sedan;2 değişen, 5 boyalı
1.355.000 TL;Honda;Civic;1.6 i-VTEC Eco Executive;2019.0;165.000 km;Otomatik;LPG & Benzin;Mavi;1401 - 1600 cm3;101 - 125 HP;Sedan;3 boyalı
1.215.000 TL;Honda;Civic;1.6 i-VTEC Eco Executive;2018.0;135.000 km;Otomatik;47 lt;Siyah;1597 cc;125 hp;Sedan;5 değişen, 3 boyalı
1.599.000 TL;Honda;Civic;1.5 i-VTEC Elegance;2021.0;104.000 km;Otomatik;47 lt;Lacivert;1498 cc;182 hp;Sedan;2 boyalı
1.398.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2018.0;136.000 km;Yarı Otomatik;47 lt;Beyaz;1597 cc;125 hp;Sedan;Tamamı orjinal
1.285.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2017.0;145.000 km;Otomatik;LPG & Benzin;Siyah;1401 - 1600 cm3;101 - 125 HP;Sedan;1 değişen, 2 boyalı
519.000 TL;Honda;Civic;1.6 i-VTEC Dream;2007.0;322.000 km;Düz;50 lt;Siyah;1595 cc;125 hp;Sedan;2 değişen, 9 boyalı
698.500 TL;Honda;Accord;2.0 Executive;2008.0;397.000 km;Otomatik;LPG & Benzin;Siyah;1801 - 2000 cm3;151 - 175 HP;Sedan;Tamamı orjinal
1.295.000 TL;Honda;City;1.5 i-VTEC Executive;2022.0;30.500 km;Otomatik;40 lt;Beyaz;1498 cc;121 hp;Sedan;Tamamı orjinal
1.765.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2021.0;69.000 km;Yarı Otomatik;46 lt;Beyaz;1597 cc;125 hp;Sedan;Tamamı orjinal
1.715.000 TL;Honda;Civic;1.5 i-VTEC Executive Plus;2021.0;125.000 km;Otomatik;47 lt;Bordo;1498 cc;182 hp;Sedan;Tamamı orjinal
1.250.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2014.0;82.000 km;Otomatik;50 lt;Beyaz;1598 cc;125 hp;Sedan;Belirtilmemiş
425.000 TL;Honda;Civic;1.6 i-VTEC LS;2005.0;295.000 km;Düz;50 lt;Gri;1590 cc;110 hp;Sedan;2 değişen, 6 boyalı
985.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2013.0;217.000 km;Düz;LPG & Benzin;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;2 boyalı
1.100.750 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2014.0;126.000 km;Otomatik;LPG & Benzin;Beyaz;1401 - 1600 cm3;101 - 125 HP;Sedan;1 değişen, 6 boyalı
350.000 TL;Honda;Integra;1.Ağu;1991.0;320.000 km;Düz;LPG & Benzin;Mavi;1834 cc;132 hp;Sedan;Tamamı orjinal
445.000 TL;Honda;City;1.4 Elite;2008.0;196.000 km;Düz;42 lt;Bej;1339 cc;83 hp;Sedan;1 değişen, 6 boyalı
323.500 TL;Honda;Civic;1.4 i S;1998.0;310.025 km;Otomatik;55 lt;Gri (Gümüş);1396 cc;90 hp;Sedan;3 değişen
1.635.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2020.0;73.000 km;Yarı Otomatik;46 lt;Beyaz;1597 cc;125 hp;Sedan;1 değişen, 1 boyalı
1.750.000 TL;Honda;Civic;1.5 i-VTEC Executive Plus;2020.0;94.800 km;Otomatik;46 lt;Mavi;1498 cc;182 hp;Sedan;Tamamı orjinal
850.000 TL;Honda;Civic;1.6 i-VTEC Elegance;2011.0;256.000 km;Düz;50 lt;Beyaz;1595 cc;125 hp;Sedan;4 boyalı
1.900.000 TL;Honda;Civic;1.5 i-VTEC Executive Plus;2021.0;72.800 km;Otomatik;Benzin;Gri;1401 - 1600 cm3;176 - 200 HP;Sedan;1 boyalı
725.000 TL;Honda;Civic;1.6 i-VTEC Elegance;2008.0;315.000 km;Otomatik;50 lt;Yeşil (metalik);1595 cc;125 hp;Sedan;5 boyalı
1.345.000 TL;Honda;Civic;1.6 i-DTEC Elegance;2018.0;152.680 km;Otomatik;46 lt;Beyaz;1597 cc;120 hp;Sedan;Tamamı orjinal
1.325.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2017.0;125.500 km;Yarı Otomatik;47 lt;Mavi;1597 cc;125 hp;Sedan;1 değişen, 3 boyalı
1.185.000 TL;Honda;Civic;1.6 i-VTEC Dream;2016.0;130.000 km;Düz;50 lt;Beyaz;1598 cc;125 hp;Sedan;Tamamı orjinal
1.375.000 TL;Honda;Civic;1.6 i-VTEC Executive;2017.0;144.000 km;Otomatik;47 lt;Mavi (metalik);1597 cc;125 hp;Sedan;1 değişen, 1 boyalı
490.000 TL;Honda;Jazz;1.4 ES Elite;2005.0;160.000 km;Düz;42 lt;Siyah;1339 cc;83 hp;Hatchback/5;Belirtilmemiş
1.360.000 TL;Honda;City;1.5 i-VTEC Executive;2024.0;32.000 km;Otomatik;40 lt;Kırmızı;1498 cc;121 hp;Sedan;Belirtilmemiş
1.170.000 TL;Honda;Civic;1.6 i-VTEC Eco Premium;2017.0;134.000 km;Düz;47 lt;Beyaz;1597 cc;125 hp;Sedan;1 boyalı
945.000 TL;Honda;Civic;1.6 i-VTEC Elegance;2011.0;150.000 km;Düz;50 lt;Füme;1595 cc;125 hp;Sedan;1 değişen, 5 boyalı
225.000 TL;Honda;Accord;2.0 EX;1993.0;350.000 km;Düz;65 lt;Siyah;1997 cc;133 hp;Sedan;Belirtilmemiş
410.000 TL;Honda;Civic;1.4 i S;2001.0;284.000 km;Düz;45 lt;Gri;1396 cc;90 hp;Sedan;1 değişen, 2 boyalı
625.000 TL;Honda;Civic;1.6 i-VTEC Dream;2008.0;201.000 km;Otomatik;50 lt;Siyah;1595 cc;125 hp;Sedan;3 boyalı
400.000 TL;Honda;City;1.4 Sport;2006.0;270.000 km;Düz;42 lt;Füme;1339 cc;83 hp;Sedan;1 değişen, 3 boyalı
625.000 TL;Honda;Civic;1.6 i-VTEC Dream;2008.0;201.000 km;Otomatik;50 lt;Siyah;1595 cc;125 hp;Sedan;3 boyalı
1.300.000 TL;Honda;City;1.5 i-VTEC Executive;2022.0;14.300 km;Otomatik;40 lt;Füme;1498 cc;121 hp;Sedan;Tamamı orjinal
1.050.000 TL;Honda;Civic;1.6 i-VTEC Eco Premium;2014.0;168.000 km;Otomatik;50 lt;Beyaz;1598 cc;125 hp;Sedan;Belirtilmemiş
1.295.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2012.0;107.000 km;Otomatik;50 lt;Füme;1595 cc;125 hp;Sedan;Tamamı orjinal
1.315.000 TL;Honda;Civic;1.6 i-VTEC Eco Executive;2017.0;140.000 km;Otomatik;47 lt;Siyah;1597 cc;125 hp;Sedan;6 boyalı
1.545.000 TL;Honda;Civic;1.6 i-VTEC Eco Executive;2019.0;99.200 km;Otomatik;46 lt;Füme;1597 cc;125 hp;Sedan;Tamamı orjinal
995.500 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2017.0;205.000 km;Yarı Otomatik;47 lt;Beyaz;1597 cc;125 hp;Sedan;3 boyalı
525.000 TL;Honda;Civic;1.6 LS;2006.0;338.000 km;Düz;50 lt;Gri;1590 cc;110 hp;Hatchback/5;1 değişen, 10 boyalı
1.250.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2012.0;145.000 km;Otomatik;50 lt;Beyaz;1595 cc;125 hp;Sedan;Tamamı orjinal
1.665.000 TL;Honda;Civic;1.5 i-VTEC Eco Elegance;2022.0;140.500 km;Otomatik;47 lt;Beyaz;1498 cc;129 hp;Sedan;Belirtilmemiş
1.600.000 TL;Honda;Civic;1.6 i-VTEC Executive;2020.0;87.100 km;Otomatik;46 lt;Gri (Gümüş);1597 cc;125 hp;Sedan;1 boyalı
315.000 TL;Honda;Accord;2.0 EX;1994.0;336.000 km;Düz;65 lt;Füme;1997 cc;133 hp;Sedan;Tamamı boyalı
1.580.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2021.0;80.000 km;Yarı Otomatik;46 lt;Mavi;1597 cc;125 hp;Sedan;Tamamı orjinal
1.125.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2013.0;226.000 km;Otomatik;50 lt;Beyaz;1595 cc;125 hp;Sedan;3 boyalı
220.000 TL;Honda;Civic;1.5 EL;1993.0;485.000 km;Düz;45 lt;Beyaz;1493 cc;90 hp;Sedan;Belirtilmemiş
1.710.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2021.0;49.500 km;Yarı Otomatik;46 lt;Beyaz;1597 cc;125 hp;Sedan;Belirtilmemiş
830.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2012.0;160.000 km;Otomatik;50 lt;Beyaz;1595 cc;125 hp;Sedan;1 değişen, 3 boyalı
1.195.000 TL;Honda;Civic;1.6 i-VTEC Eco Executive;2015.0;150.000 km;Otomatik;50 lt;Beyaz;1598 cc;125 hp;Sedan;Tamamı orjinal
690.000 TL;Honda;Civic;1.6 i-VTEC Premium;2008.0;190.000 km;Otomatik;50 lt;Siyah;1595 cc;125 hp;Sedan;1 değişen, 9 boyalı
874.500 TL;Honda;Jazz;1.4 Joy;2011.0;53.000 km;Yarı Otomatik;42 lt;Gri;1339 cc;100 hp;Hatchback/5;Belirtilmemiş
1.169.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2013.0;123.600 km;Otomatik;50 lt;Beyaz;1595 cc;125 hp;Sedan;3 boyalı
1.399.000 TL;Honda;Civic;1.6 i-VTEC Eco Executive;2018.0;155.500 km;Otomatik;47 lt;Beyaz;1597 cc;125 hp;Sedan;Tamamı orjinal
290.000 TL;Honda;Civic;1.4 LS;1996.0;322.000 km;Düz;55 lt;Mavi;1395 cc;90 hp;Hatchback/5;1 değişen, 10 boyalı
1.140.000 TL;Honda;Civic;1.6 i-VTEC ECO Elegance;2017.0;244.000 km;Otomatik;LPG & Benzin;Siyah;;;Hatchback/5;Belirtilmemiş
